"project","file","id","line","column","original","replacement","coding","temperature"
"node-dirty","lib/dirty/dirty.js",109,158,21,"'read_close'","""""","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",56,107,17,"'utf-8'","""""","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",91,138,44,"`Could not load corrupted row: ${rowStr}`","``","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",35,87,9,"this._queue.size || this._inFlightWrites > 0","this._queue.size && this._inFlightWrites > 0","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",89,137,25,"catch (e)","{}","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",44,92,9,"this._writeStream","true","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",73,122,33,"'\n'","""""","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",103,151,30,"f (buffer.length)","{}","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",132,182,9,"!this._queue.size || this._waitForDrain","!this._queue.size && this._waitForDrain","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",104,152,23,"'error'","""""","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",39,87,55,"f (this._queue.size || this._inFlightWrites > 0)","{}","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",125,170,14,"else","{}","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",116,168,11,"!this._queue.size","this._queue.size","Behavioral Change","Stryker"
"node-dirty","lib/dirty/dirty.js",111,162,17,"'utf-8'","""""","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",11,38,9,"typeof latitude !== 'number' || typeof longitude !== 'number'","false","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",41,46,29,"longitude > 180","longitude >= 180","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",29,42,27,"latitude > 90","latitude >= 90","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",113,153,34,"cosφ1 * sinδ * cosθ","cosφ1 * sinδ / cosθ","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",1,11,29,"typeof input === 'object' && input !== null","true","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",25,42,9,"latitude < -90","latitude <= -90","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",141,209,45,"alculateBearing(point: GeoPoint): number","{}","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",31,42,42,"f (latitude < -90 || latitude > 90)","{}","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",7,11,58,"input !== null","true","Equivalent","Stryker"
"node-geo-point","src/geo-point.ts",23,42,9,"latitude < -90 || latitude > 90","latitude < -90 && latitude > 90","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",87,89,84,"f (!object.hasOwnProperty('latitude') || !object.hasOwnProperty('longitude'))","{}","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",72,72,78,"f (!Array.isArray(point.coordinates) || point.coordinates.length !== 2)","{}","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",112,153,19,"sinφ1 * cosδ","sinφ1 / cosδ","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",115,155,15,"sinθ * sinδ * cosφ1","sinθ * sinδ / cosφ1","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",88,90,27,"'Object must have latitude and longitude'","""""","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",59,65,27,"'Object must have type and coordinates'","""""","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",24,42,9,"latitude < -90","false","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",65,69,27,"'The value of type should be \'Point\''","""""","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",16,38,41,"typeof longitude !== 'number'","false","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",4,11,29,"typeof input === 'object'","true","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",53,64,9,"!point.hasOwnProperty('type') || !point.hasOwnProperty('coordinates')","!point.hasOwnProperty('type') && !point.hasOwnProperty('coordinates')","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",77,85,9,"!isObject(object)","false","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",50,61,27,"'GeoPoint: Argument must be an object'","""""","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",20,39,28,"'Bad geo point arguments'","""""","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",118,156,22,"sinφ1 * sinφ2","sinφ1 / sinφ2","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",44,47,28,"'bad longitude value'","""""","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",40,46,29,"longitude > 180","false","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",3,11,29,"typeof input === 'object' && input !== null","typeof input === 'object' || input !== null","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",70,72,46,"point.coordinates.length !== 2","false","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",52,64,9,"!point.hasOwnProperty('type') || !point.hasOwnProperty('coordinates')","false","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",119,157,16,"λ1 + atan2(y, x)","λ1 - atan2(y, x)","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",19,38,72,"f (typeof latitude !== 'number' || typeof longitude !== 'number')","{}","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",28,42,27,"latitude > 90","false","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",67,72,9,"!Array.isArray(point.coordinates) || point.coordinates.length !== 2","false","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",98,110,17,"r > 1","r >= 1","Equivalent","Stryker"
"node-geo-point","src/geo-point.ts",79,86,27,"'GeoPoint: Argument must be an object'","""""","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",32,43,28,"'bad latitude value'","""""","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",34,46,9,"longitude < -180 || longitude > 180","false","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",49,60,27,"f (!isObject(point))","{}","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",35,46,9,"longitude < -180 || longitude > 180","longitude < -180 && longitude > 180","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",43,46,46,"f (longitude < -180 || longitude > 180)","{}","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",117,156,15,"cosδ - sinφ1 * sinφ2","cosδ + sinφ1 * sinφ2","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",12,38,9,"typeof latitude !== 'number' || typeof longitude !== 'number'","typeof latitude !== 'number' && typeof longitude !== 'number'","Equivalent","Stryker"
"node-geo-point","src/geo-point.ts",78,85,28,"f (!isObject(object))","{}","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",81,89,9,"!object.hasOwnProperty('latitude') || !object.hasOwnProperty('longitude')","false","Equivalent","Stryker"
"node-geo-point","src/geo-point.ts",22,42,9,"latitude < -90 || latitude > 90","false","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",61,68,9,"point.type !== 'Point'","false","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",68,72,9,"!Array.isArray(point.coordinates) || point.coordinates.length !== 2","!Array.isArray(point.coordinates) && point.coordinates.length !== 2","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",37,46,9,"longitude < -180","longitude <= -180","Behavioral Change","Stryker"
"node-geo-point","src/geo-point.ts",82,89,9,"!object.hasOwnProperty('latitude') || !object.hasOwnProperty('longitude')","!object.hasOwnProperty('latitude') && !object.hasOwnProperty('longitude')","Equivalent","Stryker"
"node-jsonfile","index.js",27,42,15,"{ encoding: options }","{}","Behavioral Change","Stryker"
"node-jsonfile","utils.js",55,10,7,"Buffer.isBuffer(content)","true","Behavioral Change","Stryker"
"node-jsonfile","utils.js",58,11,26,"/^\uFEFF/","/\uFEFF/","Behavioral Change","Stryker"
"plural","index.js",43,33,7,"w === 'dwarf' || w === 'roof'","w === 'dwarf' && w === 'roof'","Behavioral Change","Stryker"
"plural","index.js",72,49,9,"/^(?:wo)?man$/i","/^(?:wo)?man/i","Behavioral Change","Stryker"
"plural","index.js",136,76,7,"num !== 1","false","Behavioral Change","Stryker"
"plural","index.js",153,81,16,"type(rule[1]) === 'Function'","true","Behavioral Change","Stryker"
"plural","index.js",133,76,7,"num !== 1 || num === undefined","true","Behavioral Change","Stryker"
"plural","index.js",135,76,7,"num !== 1 || num === undefined","num !== 1 && num === undefined","Behavioral Change","Stryker"
"plural","index.js",179,109,21,"'Unable to add plural function to String object'","""""","Behavioral Change","Stryker"
"plural","index.js",30,27,9,"/[aeiouy]o$/i","/[aeiouy]o/i","Behavioral Change","Stryker"
"plural","index.js",0,3,13,"[]","[""Stryker was here""]","Behavioral Change","Stryker"
"plural","index.js",13,19,9,"/x$|ch$|s$/i","/x|ch$|s$/i","Behavioral Change","Stryker"
"plural","index.js",60,42,18,"'cellos'","""""","Behavioral Change","Stryker"
"plural","index.js",42,33,7,"w === 'dwarf' || w === 'roof'","false","Behavioral Change","Stryker"
"plural","index.js",50,33,38,"f (w === 'dwarf' || w === 'roof')","{}","Behavioral Change","Stryker"
"plural","index.js",121,61,36,"'heroic'","""""","Behavioral Change","Stryker"
"plural","index.js",160,83,11,"type(rule[0]) === 'String'","true","Behavioral Change","Stryker"
"plural","index.js",56,40,22,"'bacteria'","""""","Behavioral Change","Stryker"
"plural","index.js",169,84,34,"'Function'","""""","Behavioral Change","Stryker"
"plural","index.js",117,60,78,"'tropic'","""""","Behavioral Change","Stryker"
"plural","index.js",178,108,8,"lse","{}","Behavioral Change","Stryker"
"plural","index.js",139,76,20,"num === undefined","num !== undefined","Behavioral Change","Stryker"
"plural","index.js",47,33,24,"w === 'roof'","false","Behavioral Change","Stryker"
"plural","index.js",8,16,9,"/[^aeiou]y$|quy$/i","/[^aeiou]y$|quy/i","Behavioral Change","Stryker"
"plural","index.js",129,67,9,"/ics$/i","/ics/i","Behavioral Change","Stryker"
"plural","index.js",138,76,20,"num === undefined","false","Behavioral Change","Stryker"
"plural","index.js",59,42,9,"'cello'","""""","Behavioral Change","Stryker"
"plural","index.js",31,27,9,"/[aeiouy]o$/i","/[^aeiouy]o$/i","Behavioral Change","Stryker"
"plural","index.js",49,33,30,"'roof'","""""","Behavioral Change","Stryker"
"plural","index.js",6,16,9,"/[^aeiou]y$|quy$/i","/[^aeiou]y|quy$/i","Behavioral Change","Stryker"
"plural","index.js",137,76,7,"num !== 1","num === 1","Behavioral Change","Stryker"
"plural","index.js",44,33,7,"w === 'dwarf'","false","Behavioral Change","Stryker"
"plural","index.js",173,103,7,"String.prototype.plural === undefined","true","Behavioral Change","Stryker"
"plural","index.js",55,40,9,"'bacterium'","""""","Behavioral Change","Stryker"
"plural","index.js",51,34,16,"'s'","""""","Behavioral Change","Stryker"
"plural","index.js",114,60,45,"'electronic'","""""","Behavioral Change","Stryker"
"plural","index.js",46,33,13,"'dwarf'","""""","Behavioral Change","Stryker"
"plural","index.js",167,84,16,"type(rule[1]) === 'Function'","false","Behavioral Change","Stryker"
"plural","index.js",177,104,45,"tring.prototype.plural = function(num)","{}","Behavioral Change","Stryker"
"pull-stream","pull.js",43,42,16,"s && typeof s === 'object'","true","Behavioral Change","Stryker"
"pull-stream","sinks/drain.js",105,34,20,"abort || true","false","Behavioral Change","Stryker"
"pull-stream","pull.js",22,22,7,"case 2: return pull(read, ref[0], ref[1])","case 2:","Behavioral Change","Stryker"
"pull-stream","sinks/drain.js",87,27,23,"end && end !== true","true","Behavioral Change","Stryker"
"pull-stream","util/prop.js",456,6,56,"v && v[0]","true","Behavioral Change","Stryker"
"pull-stream","throughs/through.js",408,15,10,"end","true","Behavioral Change","Stryker"
"pull-stream","util/prop.js",449,5,7,"'object' === typeof key","true","Behavioral Change","Stryker"
"pull-stream","sinks/find.js",140,9,6,"!cb","false","Behavioral Change","Stryker"
"pull-stream","sinks/drain.js",92,27,38,"true","false","Behavioral Change","Stryker"
"pull-stream","util/prop.js",457,6,56,"v && v[0]","false","Behavioral Change","Stryker"
"pull-stream","throughs/filter.js",288,13,16,"true","false","Behavioral Change","Stryker"
"pull-stream","sinks/drain.js",61,8,14,"f (!done)","{}","Behavioral Change","Stryker"
"pull-stream","util/prop.js",452,5,34,"'function' === typeof key.exec","true","Behavioral Change","Stryker"
"pull-stream","util/prop.js",444,3,5,"'string'","""""","Behavioral Change","Stryker"
"pull-stream","pull.js",34,38,19,"i < length","i <= length","Behavioral Change","Stryker"
"pull-stream","throughs/through.js",404,10,11,"abort === true","abort !== true","Behavioral Change","Stryker"
"pull-stream","throughs/through.js",402,10,11,"abort === true","true","Behavioral Change","Stryker"
"pull-stream","throughs/take.js",374,19,33,"true","false","Behavioral Change","Stryker"
"pull-stream","sinks/find.js",154,22,8,"err === true","false","Behavioral Change","Stryker"
"pull-stream","sources/values.js",227,8,17,"true","false","Behavioral Change","Stryker"
"pull-stream","sinks/reduce.js",175,16,27,"end === true","false","Behavioral Change","Stryker"
"pull-stream","throughs/through.js",405,10,21,"true","false","Behavioral Change","Stryker"
"pull-stream","sources/values.js",224,6,33,"eturn function (abort, cb)","{}","Behavioral Change","Stryker"
"pull-stream","pull.js",32,34,50,"f (read && typeof read.source === 'function')","{}","Behavioral Change","Stryker"
"pull-stream","pull.js",31,34,38,"'function'","""""","Behavioral Change","Stryker"
"pull-stream","sinks/drain.js",122,49,8,"'function' == typeof err","false","Behavioral Change","Stryker"
"pull-stream","sources/values.js",223,5,6,"!array","false","Behavioral Change","Stryker"
"pull-stream","sinks/find.js",155,22,8,"err === true","err !== true","Behavioral Change","Stryker"
"pull-stream","sinks/drain.js",131,52,8,"read","false","Behavioral Change","Stryker"
"pull-stream","util/tester.js",464,7,5,"'object' === typeof test","true","Behavioral Change","Stryker"
"pull-stream","sources/once.js",214,6,8,"abort","false","Behavioral Change","Stryker"
"pull-stream","sinks/drain.js",89,27,23,"end && end !== true","end || end !== true","Behavioral Change","Stryker"
"pull-stream","pull.js",38,40,9,"typeof s === 'function'","true","Behavioral Change","Stryker"
"pull-stream","sources/count.js",184,6,8,"end","false","Behavioral Change","Stryker"
"pull-stream","util/tester.js",468,7,33,"'function' === typeof test.test","'function' !== typeof test.test","Behavioral Change","Stryker"
"pull-stream","pull.js",4,5,7,"typeof a === 'function'","true","Behavioral Change","Stryker"
"pull-stream","util/prop.js",455,6,23,"{ var v = key.exec(data); return v && v[0] }","{}","Behavioral Change","Stryker"
"pull-stream","sinks/drain.js",65,14,8,"abort","false","Behavioral Change","Stryker"
"pull-stream","pull.js",44,42,16,"s && typeof s === 'object'","false","Behavioral Change","Stryker"
"pull-stream","throughs/take.js",371,19,26,"err || true","true","Behavioral Change","Stryker"
"pull-stream","throughs/async-map.js",245,7,6,"!map","false","Behavioral Change","Stryker"
"pull-stream","sinks/drain.js",106,34,20,"abort || true","abort && true","Behavioral Change","Stryker"
"pull-stream","sinks/log.js",158,5,38,"odule.exports = function log (done)","{}","Behavioral Change","Stryker"
"pull-stream","sinks/drain.js",104,34,20,"abort || true","true","Behavioral Change","Stryker"
"pull-stream","sinks/drain.js",59,8,7,"!done","true","Behavioral Change","Stryker"
"pull-stream","sinks/drain.js",124,49,8,"'function'","""""","Behavioral Change","Stryker"
"pull-stream","sources/values.js",229,10,6,"!Array.isArray(array)","true","Behavioral Change","Stryker"
"pull-stream","throughs/take.js",387,28,22,"ended || end","ended && end","Behavioral Change","Stryker"
"pull-stream","pull.js",19,10,25,"f (args == null)","{}","Behavioral Change","Stryker"
"pull-stream","sinks/reduce.js",177,16,35,"true","false","Behavioral Change","Stryker"
"q","q.js",434,604,29,"e.stack.substring(e.stack.indexOf(""\n"") + 1)","e.stack","Behavioral Change","Stryker"
"q","q.js",278,408,13,"!isInternalFrame(line)","isInternalFrame(line)","Behavioral Change","Stryker"
"q","q.js",700,1086,43,"""undefined""","""""","Behavioral Change","Stryker"
"q","q.js",483,717,34,".passByCopy = function (object)","{}","Behavioral Change","Stryker"
"q","q.js",42,58,65,"""undefined""","""""","Behavioral Change","Stryker"
"q","q.js",829,1458,36,"[key]","[]","Behavioral Change","Stryker"
"q","q.js",864,1564,31,"""keys""","""""","Behavioral Change","Stryker"
"q","q.js",1038,2054,36,".nextTick(function ()","{}","Behavioral Change","Stryker"
"q","q.js",125,210,16,"typeof MessageChannel !== ""undefined""","false","Behavioral Change","Stryker"
"q","q.js",539,831,17,"inspected.state === ""pending""","inspected.state === ""pending"" && inspected.state === ""rejected""","Behavioral Change","Stryker"
"q","q.js",684,1076,40,"typeof process.emit === ""function""","true","Behavioral Change","Stryker"
"q","q.js",45,61,22,"typeof window !== ""undefined""","false","Behavioral Change","Stryker"
"q","q.js",482,703,22,"catch (reason)","{}","Behavioral Change","Stryker"
"q","q.js",725,1103,21,"atReport !== -1","true","Behavioral Change","Stryker"
"q","q.js",968,1822,9,"typeof process === ""object"" && process && process.domain","typeof process === ""object"" && process || process.domain","Behavioral Change","Stryker"
"q","q.js",806,1389,69,"eturn spread([this, all(arguments)], function (self, args)","{}","Behavioral Change","Stryker"
"q","q.js",277,408,13,"!isInternalFrame(line) && !isNodeFrame(line)","!isInternalFrame(line) || !isNodeFrame(line)","Behavioral Change","Stryker"
"q","q.js",461,660,80,"rray_reduce(progressListeners, function (undefined, progressListener)","{}","Behavioral Change","Stryker"
"q","q.js",944,1777,22,"typeof callback.apply !== ""function""","false","Behavioral Change","Stryker"
"q","q.js",1016,1969,26,"unction bound()","{}","Behavioral Change","Stryker"
"q","q.js",266,403,35,"""\n""","""""","Behavioral Change","Stryker"
"q","q.js",946,1777,48,"""function""","""""","Behavioral Change","Stryker"
"q","q.js",803,1387,29,"unction promised(callback)","{}","Behavioral Change","Stryker"
"q","q.js",373,481,49,"typeof console.warn === ""function"")","{}","Behavioral Change","Stryker"
"q","q.js",43,58,78,"else if (typeof window !== ""undefined"" || typeof self !== ""undefined"")","{}","Behavioral Change","Stryker"
"q","q.js",949,1781,39,"eturn this.then(function (value)","{}","Behavioral Change","Stryker"
"q","q.js",586,895,68,"elf.promiseDispatch(void 0, ""when"", [void 0, function (value)","{}","Behavioral Change","Stryker"
"q","q.js",633,1023,43,"romise.prototype.isPending = function ()","{}","Behavioral Change","Stryker"
"q","queue.js",1056,27,40,"""Can't get value from closed queue""","""""","Behavioral Change","Stryker"
"q","q.js",198,337,19,"ar object_keys =","true","Behavioral Change","Stryker"
"q","q.js",655,1045,33,"object.inspect().state === ""rejected""","true","Behavioral Change","Stryker"
"q","q.js",1033,2051,49,"romise.prototype.nodeify = function (nodeback)","{}","Behavioral Change","Stryker"
"q","q.js",532,825,13,"inspected.state === ""rejected""","false","Behavioral Change","Stryker"
"q","q.js",534,825,33,"""rejected""","""""","Behavioral Change","Stryker"
"q","q.js",529,823,9,"inspect","false","Behavioral Change","Stryker"
"q","q.js",715,1100,13,"typeof process === ""object"" && typeof process.emit === ""function""","false","Behavioral Change","Stryker"
"q","q.js",848,1521,3,"""try""","""""","Behavioral Change","Stryker"
"q","q.js",927,1713,59,"eturn all(array_map(promises, function (promise)","{}","Behavioral Change","Stryker"
"q","q.js",49,75,12,"else","{}","Behavioral Change","Stryker"
"q","q.js",884,1598,29,"--pendingCount === 0","--pendingCount !== 0","Behavioral Change","Stryker"
"q","q.js",502,766,62,"or (var i = 0, len = answerPs.length; i < len; i++)","{}","Behavioral Change","Stryker"
"q","q.js",375,483,26,""" instead.""","""""","Behavioral Change","Stryker"
"q","q.js",337,451,12,"fileName === qFileName","true","Behavioral Change","Stryker"
"q","q.js",706,1094,9,"!trackUnhandledRejections","true","Behavioral Change","Stryker"
"q","q.js",6,39,19,"""promise""","""""","Behavioral Change","Stryker"
"q","q.js",116,200,52,"else if (typeof setImmediate === ""function"")","{}","Behavioral Change","Stryker"
"q","q.js",777,1280,31,"unction async(makeGenerator)","{}","Behavioral Change","Stryker"
"q","q.js",151,280,16,"o","{}","Behavioral Change","Stryker"
"q","q.js",212,358,9,"object_toString(exception) === ""[","true","Behavioral Change","Stryker"
"q","q.js",370,481,13,"typeof console.warn === ""function""","true","Behavioral Change","Stryker"
"spacl-core","src/matcher.ts",16,16,23,"'Path must begin with a slash'","""""","Behavioral Change","Stryker"
"spacl-core","src/rule.ts",248,71,13,"prop === undefined","false","Behavioral Change","Stryker"
"spacl-core","src/matcher.ts",94,67,18,"min > 0","true","Behavioral Change","Stryker"
"spacl-core","src/matcher.ts",68,39,52,"f (string.length > 1 && string.endsWith('/'))","{}","Behavioral Change","Stryker"
"spacl-core","src/matcher.ts",156,111,24,"/:.+/","/:./","Equivalent","Stryker"
"spacl-core","src/matcher.ts",43,24,23,"'Path contains malformed wildcards'","""""","Behavioral Change","Stryker"
"spacl-core","src/matcher.ts",21,19,23,"'Path contains empty segments'","""""","Behavioral Change","Stryker"
"spacl-core","src/matcher.ts",58,30,23,"'Path must not end with a slash'","""""","Behavioral Change","Stryker"
"spacl-core","src/matcher.ts",69,48,60,"'1.1'","""""","Behavioral Change","Stryker"
"spacl-core","src/matcher.ts",34,22,9,"/[*+][^/]|[^/][*+]/","/[^*+][^/]|[^/][*+]/","Behavioral Change","Stryker"
"spacl-core","src/matcher.ts",54,29,20,"/^.+\/$/","/.+\/$/","Equivalent","Stryker"
"spacl-core","src/matcher.ts",37,22,9,"/[*+][^/]|[^/][*+]/","/[*+][^/]|[^/][^*+]/","Behavioral Change","Stryker"
"spacl-core","src/matcher.ts",96,67,18,"min > 0","min >= 0","Behavioral Change","Stryker"
"spacl-core","src/matcher.ts",36,22,9,"/[*+][^/]|[^/][*+]/","/[*+][^/]|[/][*+]/","Behavioral Change","Stryker"
"spacl-core","src/matcher.ts",61,39,9,"string.length > 1 && string.endsWith('/')","false","Behavioral Change","Stryker"
"spacl-core","src/policy.ts",189,59,52,"true","false","Behavioral Change","Stryker"
"spacl-core","src/matcher.ts",0,11,61,"'1.1'","""""","Behavioral Change","Stryker"
"spacl-core","src/matcher.ts",35,22,9,"/[*+][^/]|[^/][*+]/","/[*+][/]|[^/][*+]/","Behavioral Change","Stryker"
"spacl-core","src/matcher.ts",10,13,23,"'Path contains invalid characters'","""""","Behavioral Change","Stryker"
"spacl-core","src/matcher.ts",50,27,23,"'Path contains malformed captures'","""""","Behavioral Change","Stryker"
"zip-a-folder","lib/ZipAFolder.ts",73,148,43,"false","true","Behavioral Change","Stryker"
"zip-a-folder","lib/ZipAFolder.ts",1,36,38,"onst o: ZipAFolderOptions =","true","Behavioral Change","Stryker"
"zip-a-folder","lib/ZipAFolder.ts",25,74,63,"f (o.compression === COMPRESSION_LEVEL.uncompressed)","{}","Behavioral Change","Stryker"
"zip-a-folder","lib/ZipAFolder.ts",23,74,13,"o.compression === COMPRESSION_LEVEL.uncompressed","false","Behavioral Change","Stryker"
"zip-a-folder","lib/ZipAFolder.ts",6,40,13,"o.compression === COMPRESSION_LEVEL.uncompressed","false","Behavioral Change","Stryker"
"zip-a-folder","lib/ZipAFolder.ts",8,40,63,"f (o.compression === COMPRESSION_LEVEL.uncompressed)","{}","Behavioral Change","Stryker"
